Elmo txt chart ver 2.0

[File Properties]
Creation Time,2026-04-14 05:32:28
Last Updated,2026-04-14 05:32:28
Resolution,0.001
Sampling Time,0.001
Recording Time,5.001
Trigger Location Index,0

[Chart Properties]
No.,Name,X Linear,Dimension,Min X Scale,Max X Scale,Min Y Scale,Max Y Scale
1,Chart #1,True,1D,1.07659902693723,1.37682449270203,-564358.680457612,8690444.52773893

[Chart Data]
Display No.,X No.,Y No.,Z No.,X Unit,Y Unit,Color,Style,Width,Hex Display,X Hex Display,Z Hex Display,Zero Scale
1,1,2,0,sec,N/A,ff0000ff,Solid,TwoPoint,Dec,Dec,Dec,False
1,1,3,0,sec,N/A,ff007f00,Solid,TwoPoint,Dec,Dec,Dec,False
1,1,4,0,sec,N/A,ffff0000,Solid,TwoPoint,Dec,Dec,Dec,False

[Signal Names]
1,Time (sec),False
2,a01.Position Command (0x607A) [cnt],False
3,a01.Actual Position (0x6064) [cnt],False
4,a01.Target position [cnt],False

[Signals Data Group 1]
1,2,3,4,
0.535,0,15117,0,
0.536,0,14226,0,
0.537,0,13328,0,
0.538,0,12153,0,
0.539,0,10860,0,
0.54,0,9643,0,
0.541,0,8658,0,
0.542,0,8017,0,
0.543,0,7387,0,
0.544,0,6704,0,
0.545,0,6158,0,
0.546,0,6078,0,
0.547,0,6179,0,
0.548,0,6188,0,
0.549,0,6180,0,
0.55,0,6181,0,
0.551,0,6118,0,
0.552,0,5946,0,
0.553,0,5815,0,
0.554,0,5529,0,
0.555,0,4862,0,
0.556,0,3824,0,
0.557,0,2740,0,
0.558,0,1691,0,
0.559,0,845,0,
0.56,0,481,0,
0.561,0,399,0,
0.562,0,494,0,
0.563,8,791,8.155,
0.564,65,978,65.24,
0.565,220,889,220.185,
0.566,522,605,521.92,
0.567,1019,664,1019.375,
0.568,1761,775,1761.48,
0.569,2797,512,2797.165,
0.57,4175,-13,4175.36,
0.571,5945,-657,5944.995,
0.572,8155,-1450,8155,
0.573,10854,-2090,10854.305,
0.574,14092,-2314,14091.84,
0.575,17917,-2295,17916.535,
0.576,22377,-2354,22377.32,
0.577,27523,-2017,27523.125,
0.578,33403,-1060,33402.88,
0.579,40066,445,40065.515,
0.58,47560,2060,47559.96,
0.581,55935,3716,55935.145,
0.582,65240,5453,65240,
0.583,75523,7549,75523.455,
0.584,86834,10420,86834.44,
0.585,99222,14080,99221.885,
0.586,112735,18181,112734.72,
0.587,127422,22647,127421.875,
0.588,143332,27678,143332.28,
0.589,160515,33709,160514.865,
0.59,179019,40903,179018.56,
0.591,198892,49404,198892.295,
0.592,220185,59728,220185,
0.593,242946,72057,242945.605,
0.594,267222,86256,267222.172363737,
0.595,293024,102908,293023.734233077,
0.596,320305,122165,320305.321698397,
0.597,349018,144173,349018.004759697,
0.598,379113,168856,379112.853416976,
0.599,410541,196042,410540.937670235,
0.6,443253,225344,443253.327519474,
0.601,477201,256389,477201.092964692,
0.602,512335,289594,512335.304005891,
0.603,548607,324781,548607.030643069,
0.604,585967,361660,585967.342876226,
0.605,624367,400537,624367.310705364,
0.606,663758,440935,663758.004130481,
0.607,704090,482986,704090.493151577,
0.608,745316,526306,745315.847768654,
0.609,787385,571325,787385.13798171,
0.61,830249,617036,830249.433790746,
0.611,873860,663987,873859.805195761,
0.612,918167,711435,918167.322196756,
0.613,963123,759067,963123.054793731,
0.614,1008678,806457,1008678.07298669,
0.615,1054783,853967,1054783.44677562,
0.616,1101390,901638,1101390.24616053,
0.617,1148450,949337,1148449.54114143,
0.618,1195912,997500,1195912.4017183,
0.619,1243730,1045721,1243729.89789115,
0.62,1291853,1094008,1291853.09965999,
0.621,1340233,1142671,1340233.0770248,
0.622,1388821,1191546,1388820.89998559,
0.623,1437568,1240425,1437567.63854236,
0.624,1486424,1289413,1486424.36269512,
0.625,1535342,1338334,1535342.14244385,
0.626,1584276,1386826,1584275.51833361,
0.627,1633209,1435031,1633209.01833361,
0.628,1682143,1483227,1682142.51833361,
0.629,1731076,1531564,1731076.01833361,
0.63,1780010,1580367,1780009.51833361,
0.631,1828943,1629264,1828943.01833361,
0.632,1877877,1677773,1877876.51833361,
0.633,1926810,1726127,1926810.01833361,
0.634,1975744,1774005,1975743.51833361,
0.635,2024677,1821668,2024677.01833361,
0.636,2073611,1869071,2073610.51833361,
0.637,2122544,1916015,2122544.01833361,
0.638,2171478,1963069,2171477.51833361,
0.639,2220411,2009670,2220411.01833361,
0.64,2269345,2056576,2269344.51833361,
0.641,2318278,2103601,2318278.01833361,
0.642,2367212,2150316,2367211.51833361,
0.643,2416145,2197081,2416145.01833361,
0.644,2465079,2243878,2465078.51833361,
0.645,2514012,2290707,2514012.01833361,
0.646,2562946,2337342,2562945.51833361,
0.647,2611879,2384136,2611879.01833361,
0.648,2660813,2430807,2660812.51833361,
0.649,2709746,2477181,2709746.01833361,
0.65,2758680,2523900,2758679.51833361,
0.651,2807613,2570929,2807613.01833361,
0.652,2856547,2618587,2856546.51833361,
0.653,2905480,2666251,2905480.01833361,
0.654,2954414,2714615,2954413.51833361,
0.655,3003347,2763500,3003347.01833361,
0.656,3052281,2813064,3052280.51833361,
0.657,3101214,2863124,3101214.01833361,
0.658,3150148,2913612,3150147.51833361,
0.659,3199081,2964349,3199081.01833361,
0.66,3248015,3014566,3248014.51833361,
0.661,3296948,3064838,3296948.01833361,
0.662,3345882,3115257,3345881.51833361,
0.663,3394815,3165873,3394815.01833361,
0.664,3443749,3216254,3443748.51833361,
0.665,3492682,3266691,3492682.01833361,
0.666,3541616,3316607,3541615.51833361,
0.667,3590549,3366293,3590549.01833361,
0.668,3639483,3415417,3639482.51833361,
0.669,3688416,3464473,3688416.01833361,
0.67,3737350,3513343,3737349.51833361,
0.671,3786283,3561485,3786283.01833361,
0.672,3835217,3608964,3835216.51833361,
0.673,3884150,3656313,3884150.01833361,
0.674,3933084,3704045,3933083.51833361,
0.675,3982017,3751844,3982017.01833361,
0.676,4030951,3799698,4030950.51833361,
0.677,4079884,3847541,4079884.01833361,
0.678,4128818,3895514,4128817.51833361,
0.679,4177751,3943522,4177751.01833361,
0.68,4226685,3991524,4226684.51833361,
0.681,4275618,4039569,4275618.01833361,
0.682,4324552,4087797,4324551.51833361,
0.683,4373485,4135977,4373485.01833361,
0.684,4422419,4184198,4422418.51833361,
0.685,4471352,4232531,4471352.01833361,
0.686,4520286,4280983,4520285.51833361,
0.687,4569219,4329888,4569219.01833361,
0.688,4618153,4379394,4618152.51833361,
0.689,4667086,4429593,4667086.01833361,
0.69,4716020,4479930,4716019.51833361,
0.691,4764953,4530024,4764953.01833361,
0.692,4813887,4580052,4813886.51833361,
0.693,4862820,4630209,4862820.01833361,
0.694,4911754,4680341,4911753.51833361,
0.695,4960687,4730455,4960687.01833361,
0.696,5009621,4780626,5009620.51833361,
0.697,5058554,4830936,5058554.01833361,
0.698,5107488,4880754,5107487.51833361,
0.699,5156421,4930523,5156421.01833361,
0.7,5205355,4980219,5205354.51833361,
0.701,5254288,5029810,5254288.01833361,
0.702,5303222,5079083,5303221.51833361,
0.703,5352155,5128026,5352155.01833361,
0.704,5401089,5176619,5401088.51833361,
0.705,5450022,5224909,5450022.01833361,
0.706,5498956,5272453,5498955.51833361,
0.707,5547889,5319680,5547889.01833361,
0.708,5596823,5367259,5596822.51833361,
0.709,5645756,5414936,5645756.01833361,
0.71,5694690,5462882,5694689.51833361,
0.711,5743623,5510853,5743623.01833361,
0.712,5792557,5558857,5792556.51833361,
0.713,5841490,5606658,5841490.01833361,
0.714,5890424,5654263,5890423.51833361,
0.715,5939357,5701756,5939357.01833361,
0.716,5988291,5749385,5988290.51833361,
0.717,6037224,5796990,6037224.01833361,
0.718,6086158,5844510,6086157.51833361,
0.719,6135091,5892396,6135091.01833361,
0.72,6184025,5940627,6184024.51833361,
0.721,6232958,5989298,6232958.01833361,
0.722,6281892,6038186,6281891.51833361,
0.723,6330825,6087415,6330825.01833361,
0.724,6379759,6137305,6379758.51833361,
0.725,6428692,6187191,6428692.01833361,
0.726,6477626,6237292,6477625.51833361,
0.727,6526559,6287380,6526559.01833361,
0.728,6575493,6337602,6575492.51833361,
0.729,6624426,6388312,6624426.01833361,
0.73,6673360,6439126,6673359.51833361,
0.731,6722293,6489830,6722293.01833361,
0.732,6771227,6540202,6771226.51833361,
0.733,6820160,6590427,6820160.01833361,
0.734,6869092,6640257,6869091.99800661,
0.735,6917995,6689794,6917995.38300535,
0.736,6966822,6738980,6966821.88600351,
0.737,7015523,6787819,7015522.5770011,
0.738,7064049,6836124,7064048.52599811,
0.739,7112351,6884119,7112350.80299456,
0.74,7160380,6931865,7160380.47799043,
0.741,7208089,6979685,7208088.62098573,
0.742,7255426,7027524,7255426.30198046,
0.743,7302345,7075161,7302344.59097461,
0.744,7348795,7122701,7348794.5579682,
0.745,7394727,7170463,7394727.27296121,
0.746,7440094,7218157,7440093.80595365,
0.747,7484845,7265787,7484845.22694551,
0.748,7528933,7313346,7528932.60593681,
0.749,7572307,7360166,7572307.01292753,
0.75,7614920,7406577,7614919.51791768,
0.751,7656721,7452957,7656721.19090726,
0.752,7697663,7498490,7697663.10189626,
0.753,7737696,7544107,7737696.3208847,
0.754,7776772,7589338,7776771.91787256,
0.755,7814841,7634349,7814840.96285985,
0.756,7851855,7679059,7851854.52584656,
0.757,7887764,7723160,7887763.67683271,
0.758,7922519,7765689,7922519.48581828,
0.759,7956073,7806840,7956073.02280328,
0.76,7988375,7846601,7988375.35778771,
0.761,8019378,7885160,8019377.56077156,
0.762,8049031,7922141,8049030.70175485,
0.763,8077286,7957862,8077285.85073756,
0.764,8104094,7992633,8104094.0777197,
0.765,8129406,8025914,8129406.45270126,
0.766,8153188,8057768,8153187.91310187,
0.767,8175468,8087543,8175468.37228645,
0.768,8196297,8115591,8196296.75787562,
0.769,8215722,8142350,8215721.99986939,
0.77,8233793,8167313,8233793.02826775,
0.771,8250559,8190113,8250558.77307069,
0.772,8266068,8211086,8266068.16427824,
0.773,8280370,8230252,8280370.13189037,
0.774,8293514,8247730,8293513.6059071,
0.775,8305548,8263221,8305547.51632842,
0.776,8316521,8276966,8316520.79315433,
0.777,8326482,8289408,8326482.36638483,
0.778,8335481,8300234,8335481.16601993,
0.779,8343566,8309891,8343566.12205962,
0.78,8350786,8318894,8350786.1645039,
0.781,8357190,8326884,8357190.22335278,
0.782,8362827,8333953,8362827.22860624,
0.783,8367746,8340323,8367746.1102643,
0.784,8371996,8345549,8371995.79832696,
0.785,8375625,8349667,8375625.2227942,
0.786,8378683,8352654,8378683.31366604,
0.787,8381219,8354535,8381219.00094247,
0.788,8383281,8355234,8383281.21462349,
0.789,8384919,8355139,8384918.8847091,
0.79,8386181,8354672,8386180.94119931,
0.791,8387116,8354134,8387116.31409411,
0.792,8387774,8353462,8387773.9333935,
0.793,8388203,8352847,8388202.72909749,
0.794,8388452,8352525,8388451.63120606,
0.795,8388570,8352697,8388569.56971923,
0.796,8388605,8353115,8388605.474637,
0.797,8388608,8353735,8388608,
0.798,8388608,8354518,8388608,
0.799,8388608,8355300,8388608,
0.8,8388608,8356064,8388608,
0.801,8388608,8356775,8388608,
0.802,8388608,8357260,8388608,
0.803,8388608,8357421,8388608,
0.804,8388608,8357165,8388608,
0.805,8388608,8356896,8388608,
0.806,8388608,8356949,8388608,
0.807,8388608,8356993,8388608,
0.808,8388608,8357236,8388608,
0.809,8388608,8357501,8388608,
0.81,8388608,8357819,8388608,
0.811,8388608,8358342,8388608,
0.812,8388608,8359166,8388608,
0.813,8388608,8360139,8388608,
0.814,8388608,8361298,8388608,
0.815,8388608,8362618,8388608,
0.816,8388608,8364085,8388608,
0.817,8388608,8365479,8388608,
0.818,8388608,8366635,8388608,
0.819,8388608,8367668,8388608,
0.82,8388608,8368320,8388608,
0.821,8388608,8368584,8388608,
0.822,8388608,8368498,8388608,
0.823,8388608,8368227,8388608,
0.824,8388608,8368170,8388608,
0.825,8388608,8368593,8388608,
0.826,8388608,8369182,8388608,
0.827,8388608,8369845,8388608,
0.828,8388608,8370786,8388608,
0.829,8388608,8372117,8388608,
0.83,8388608,8373872,8388608,
0.831,8388608,8375824,8388608,
0.832,8388608,8377740,8388608,
0.833,8388608,8379512,8388608,
0.834,8388608,8381230,8388608,
0.835,8388608,8382681,8388608,
0.836,8388608,8383706,8388608,
0.837,8388608,8384258,8388608,
0.838,8388608,8384046,8388608,
0.839,8388608,8383814,8388608,
0.84,8388608,8383809,8388608,
0.841,8388608,8384100,8388608,
0.842,8388608,8384164,8388608,
0.843,8388608,8384073,8388608,
0.844,8388608,8384101,8388608,
0.845,8388608,8384414,8388608,
0.846,8388608,8385219,8388608,
0.847,8388608,8386306,8388608,
0.848,8388608,8387148,8388608,
0.849,8388608,8387704,8388608,
0.85,8388608,8388176,8388608,
0.851,8388600,8388562,8388599.845,
0.852,8388543,8388753,8388542.76,
0.853,8388388,8388774,8388387.815,
0.854,8388086,8388550,8388086.08,
0.855,8387589,8388138,8387588.625,
0.856,8386847,8387852,8386846.52,
0.857,8385811,8387836,8385810.835,
0.858,8384433,8388007,8384432.64,
0.859,8382663,8388227,8382663.005,
0.86,8380453,8388124,8380453,
0.861,8377754,8388085,8377753.695,
0.862,8374516,8388273,8374516.16,
0.863,8370691,8388417,8370691.465,
0.864,8366231,8388387,8366230.68,
0.865,8361085,8388094,8361084.875,
0.866,8355205,8387423,8355205.12,
0.867,8348542,8386565,8348542.485,
0.868,8341048,8385407,8341048.04,
0.869,8332673,8383794,8332672.855,
0.87,8323368,8381579,8323368,
0.871,8313085,8378500,8313084.545,
0.872,8301774,8374525,8301773.56,
0.873,8289386,8369560,8289386.115,
0.874,8275873,8363593,8275873.28,
0.875,8261186,8356978,8261186.125,
0.876,8245276,8349771,8245275.72,
0.877,8228093,8341815,8228093.135,
0.878,8209589,8332829,8209589.44,
0.879,8189716,8323057,8189715.705,
0.88,8168423,8312194,8168423,
0.881,8145662,8299836,8145662.395,
0.882,8121386,8285757,8121385.82763626,
0.883,8095584,8269831,8095584.26576692,
0.884,8068303,8251931,8068302.6783016,
0.885,8039590,8231951,8039589.9952403,
0.886,8009495,8209935,8009495.14658302,
0.887,7978067,8185566,7978067.06232976,
0.888,7945355,8158721,7945354.67248052,
0.889,7911407,8129824,7911406.90703531,
0.89,7876273,8098444,7876272.69599411,
0.891,7840001,8065231,7840000.96935693,
0.892,7802641,8029895,7802640.65712377,
0.893,7764241,7992579,7764240.68929463,
0.894,7724850,7953295,7724849.99586952,
0.895,7684518,7912183,7684517.50684842,
0.896,7643292,7869784,7643292.15223134,
0.897,7601223,7825738,7601222.86201829,
0.898,7558359,7780337,7558358.56620925,
0.899,7514748,7734111,7514748.19480424,
0.9,7470441,7686436,7470440.67780324,
0.901,7425485,7637784,7425484.94520627,
0.902,7379930,7588659,7379929.92701331,
0.903,7333825,7539296,7333824.55322438,
0.904,7287218,7490137,7287217.75383946,
0.905,7240158,7441194,7240158.45885857,
0.906,7192696,7392343,7192695.5982817,
0.907,7144878,7343800,7144878.10210884,
0.908,7096755,7295416,7096754.90034001,
0.909,7048375,7246702,7048374.9229752,
0.91,6999787,7198062,6999787.10001441,
0.911,6951040,7149308,6951040.36145763,
0.912,6902184,7100731,6902183.63730488,
0.913,6853266,7052038,6853265.85755615,
0.914,6804332,7003147,6804332.48166639,
0.915,6755399,6954384,6755398.98166639,
0.916,6706465,6905723,6706465.48166639,
0.917,6657532,6857232,6657531.98166639,
0.918,6608598,6808739,6608598.48166639,
0.919,6559665,6760586,6559664.98166639,
0.92,6510731,6712339,6510731.48166639,
0.921,6461798,6664155,6461797.98166639,
0.922,6412864,6615869,6412864.48166639,
0.923,6363931,6567424,6363930.98166639,
0.924,6314997,6519120,6314997.48166639,
0.925,6266064,6471282,6266063.98166639,
0.926,6217130,6423667,6217130.48166639,
0.927,6168197,6376632,6168196.98166639,
0.928,6119263,6329564,6119263.48166639,
0.929,6070330,6282539,6070329.98166639,
0.93,6021396,6235530,6021396.48166639,
0.931,5972463,6188761,5972462.98166639,
0.932,5923529,6141995,5923529.48166639,
0.933,5874596,6095450,5874595.98166639,
0.934,5825662,6048826,5825662.48166639,
0.935,5776729,6002228,5776728.98166639,
0.936,5727795,5955888,5727795.48166639,
0.937,5678862,5909513,5678861.98166639,
0.938,5629928,5862881,5629928.48166639,
0.939,5580995,5816486,5580994.98166639,
0.94,5532061,5770066,5532061.48166639,
0.941,5483128,5723251,5483127.98166639,
0.942,5434194,5676253,5434194.48166639,
0.943,5385261,5628788,5385260.98166639,
0.944,5336327,5580516,5336327.48166639,
0.945,5287394,5531654,5287393.98166639,
0.946,5238460,5482364,5238460.48166639,
0.947,5189527,5432777,5189526.98166639,
0.948,5140593,5382936,5140593.48166639,
0.949,5091660,5332872,5091659.98166639,
0.95,5042726,5282853,5042726.48166639,
0.951,4993793,5232796,4993792.98166639,
0.952,4944859,5182753,4944859.48166639,
0.953,4895926,5132333,4895925.98166639,
0.954,4846992,5081411,4846992.48166639,
0.955,4798059,5029862,4798058.98166639,
0.956,4749125,4978635,4749125.48166639,
0.957,4700192,4927317,4700191.98166639,
0.958,4651258,4876571,4651258.48166639,
0.959,4602325,4826382,4602324.98166639,
0.96,4553391,4776291,4553391.48166639,
0.961,4504458,4726778,4504457.98166639,
0.962,4455524,4677712,4455524.48166639,
0.963,4406591,4628559,4406590.98166639,
0.964,4357657,4579481,4357657.48166639,
0.965,4308724,4530722,4308723.98166639,
0.966,4259790,4482411,4259790.48166639,
0.967,4210857,4434412,4210856.98166639,
0.968,4161923,4386396,4161923.48166639,
0.969,4112990,4338723,4112989.98166639,
0.97,4064056,4291273,4064056.48166639,
0.971,4015123,4243833,4015122.98166639,
0.972,3966189,4196695,3966189.48166639,
0.973,3917256,4149624,3917255.98166639,
0.974,3868322,4102750,3868322.48166639,
0.975,3819389,4055852,3819388.98166639,
0.976,3770455,4008666,3770455.48166639,
0.977,3721522,3961333,3721521.98166639,
0.978,3672588,3913346,3672588.48166639,
0.979,3623655,3864796,3623654.98166639,
0.98,3574721,3815863,3574721.48166639,
0.981,3525788,3766399,3525787.98166639,
0.982,3476854,3716455,3476854.48166639,
0.983,3427921,3666165,3427920.98166639,
0.984,3378987,3615856,3378987.48166639,
0.985,3330054,3565650,3330053.98166639,
0.986,3281120,3515377,3281120.48166639,
0.987,3232187,3464552,3232186.98166639,
0.988,3183253,3413325,3183253.48166639,
0.989,3134320,3362078,3134319.98166639,
0.99,3085386,3310793,3085386.48166639,
0.991,3036453,3259699,3036452.98166639,
0.992,2987519,3208943,2987519.48166639,
0.993,2938586,3158593,2938585.98166639,
0.994,2889652,3108860,2889652.48166639,
0.995,2840719,3059782,2840718.98166639,
0.996,2791785,3011329,2791785.48166639,
0.997,2742852,2963304,2742851.98166639,
0.998,2693918,2915512,2693918.48166639,
0.999,2644985,2867822,2644984.98166639,
1,2596051,2820309,2596051.48166639,
1.001,2547118,2772901,2547117.98166639,
1.002,2498184,2725775,2498184.48166639,
1.003,2449251,2678677,2449250.98166639,
1.004,2400317,2631831,2400317.48166639,
1.005,2351384,2585605,2351383.98166639,
1.006,2302450,2539695,2302450.48166639,
1.007,2253517,2493637,2253516.98166639,
1.008,2204583,2447284,2204583.48166639,
1.009,2155650,2400653,2155649.98166639,
1.01,2106716,2353588,2106716.48166639,
1.011,2057783,2306072,2057782.98166639,
1.012,2008849,2258148,2008849.48166639,
1.013,1959916,2209963,1959915.98166639,
1.014,1910982,2161225,1910982.48166639,
1.015,1862049,2111883,1862048.98166639,
1.016,1813115,2062393,1813115.48166639,
1.017,1764182,2012488,1764181.98166639,
1.018,1715248,1962362,1715248.48166639,
1.019,1666315,1912241,1666314.98166639,
1.02,1617381,1861994,1617381.48166639,
1.021,1568448,1811526,1568447.98166639,
1.022,1519516,1760582,1519516.00199339,
1.023,1470613,1709489,1470612.61699465,
1.024,1421786,1658608,1421786.11399649,
1.025,1373085,1608019,1373085.4229989,
1.026,1324559,1557378,1324559.47400189,
1.027,1276257,1507036,1276257.19700544,
1.028,1228228,1457266,1228227.52200957,
1.029,1180519,1407642,1180519.37901427,
1.03,1133182,1358304,1133181.69801954,
1.031,1086263,1309385,1086263.40902539,
1.032,1039813,1260418,1039813.4420318,
1.033,993881,1211844,993880.727038792,
1.034,948514,1163714,948514.194046354,
1.035,903763,1115810,903762.773054487,
1.036,859675,1068437,859675.394063192,
1.037,816301,1021635,816300.987072471,
1.038,773688,975748,773688.48208232,
1.039,731887,930286,731886.809092742,
1.04,690945,885521,690944.898103737,
1.041,650912,841128,650911.679115304,
1.042,611836,797617,611836.082127443,
1.043,573767,754531,573767.037140153,
1.044,536753,711928,536753.474153437,
1.045,500844,670032,500844.323167292,
1.046,466089,628959,466088.51418172,
1.047,432535,588454,432534.97719672,
1.048,400233,548718,400232.642212292,
1.049,369230,510196,369230.439228437,
1.05,339577,472650,339577.298245153,
1.051,311322,436456,311322.149262442,
1.052,284514,401781,284513.922280303,
1.053,259202,368364,259201.547298736,
1.054,235420,336283,235420.086898127,
1.055,213140,305551,213139.627713547,
1.056,192311,276245,192311.242124375,
1.057,172886,248739,172886.000130611,
1.058,154815,223137,154814.971732253,
1.059,138049,199297,138049.226929304,
1.06,122540,177157,122539.835721762,
1.061,108238,157205,108237.868109628,
1.062,95094,139291,95094.3940929007,
1.063,83060,123501,83060.4836715814,
1.064,72087,109662,72087.2068456691,
1.065,62126,97732,62125.633615165,
1.066,53127,87220,53126.8339800676,
1.067,45042,78030,45041.8779403782,
1.068,37822,70358,37821.8354960959,
1.069,31418,63660,31417.7766472213,
1.07,25781,57860,25780.7713937545,
1.071,20862,52637,20861.889735695,
1.072,16612,47771,16612.201673043,
1.073,12983,43702,12982.7772057988,
1.074,9925,40290,9924.68633396178,
1.075,7389,37504,7388.99905753229,
1.076,5327,35553,5326.78537651058,
1.077,3689,34142,3689.11529089604,
1.078,2427,33384,2427.05880068894,
1.079,1492,33032,1491.68590588961,
1.08,834,33154,834.066606497392,
1.081,405,33606,405.270902512595,
1.082,156,34051,156.368793935515,
1.083,38,34467,38.4302807655185,
1.084,3,34438,2.52536300383508,
1.085,0,34234,0,
1.086,0,33947,0,
1.087,0,33296,0,
1.088,0,32527,0,
1.089,0,31852,0,
1.09,0,31451,0,
1.091,0,30975,0,
1.092,0,30539,0,
1.093,0,30089,0,
1.094,0,29707,0,
1.095,0,29671,0,
1.096,0,29664,0,
1.097,0,29685,0,
1.098,0,29678,0,
1.099,0,29679,0,
1.1,0,29671,0,
1.101,0,29588,0,
1.102,0,29308,0,
1.103,0,28806,0,
1.104,0,28082,0,
1.105,0,26805,0,
1.106,0,25132,0,
1.107,0,23143,0,
1.108,0,21106,0,
1.109,0,19209,0,
1.11,0,17607,0,
1.111,0,16060,0,
1.112,0,14996,0,
1.113,0,14444,0,
1.114,0,14138,0,
1.115,0,13968,0,
1.116,0,13570,0,
1.117,0,13160,0,
1.118,0,12890,0,
1.119,0,12537,0,
1.12,0,11874,0,
1.121,0,10744,0,
1.122,0,9382,0,
1.123,0,7658,0,
1.124,0,6101,0,
1.125,0,4618,0,
1.126,0,3236,0,
1.127,0,2206,0,
1.128,0,1489,0,
1.129,0,1342,0,
1.13,0,1637,0,
1.131,0,1988,0,
1.132,0,2074,0,
1.133,0,2060,0,
1.134,0,2099,0,
1.135,0,1892,0,
1.136,0,1697,0,
1.137,0,1429,0,
1.138,0,951,0,
1.139,0,346,0,
1.14,8,-281,8.155,
1.141,65,-879,65.24,
1.142,220,-1089,220.185,
1.143,522,-1332,521.92,
1.144,1019,-1537,1019.375,
1.145,1761,-1432,1761.48,
1.146,2797,-1196,2797.165,
1.147,4175,-822,4175.36,
1.148,5945,-412,5944.995,
1.149,8155,-43,8155,
1.15,10854,50,10854.305,
1.151,14092,24,14091.84,
1.152,17917,-82,17916.535,
1.153,22377,-129,22377.32,
1.154,27523,-17,27523.125,
1.155,33403,-32,33402.88,
1.156,40066,162,40065.515,
1.157,47560,591,47559.96,
1.158,55935,1079,55935.145,
1.159,65240,1943,65240,
1.16,75523,3474,75523.455,
1.161,86834,6011,86834.44,
1.162,99222,9744,99221.885,
1.163,112735,14772,112734.72,
1.164,127422,21312,127421.875,
1.165,143332,29129,143332.28,
1.166,160515,38056,160514.865,
1.167,179019,48109,179018.56,
1.168,198892,59826,198892.295,
1.169,220185,72743,220185,
1.17,242946,87274,242945.605,
1.171,267222,103073,267222.172363737,
1.172,293024,120474,293023.734233077,
1.173,320305,139226,320305.321698397,
1.174,349018,159574,349018.004759697,
1.175,379113,181954,379112.853416976,
1.176,410541,206074,410540.937670235,
1.177,443253,232618,443253.327519474,
1.178,477201,261410,477201.092964692,
1.179,512335,292054,512335.304005891,
1.18,548607,325502,548607.030643069,
1.181,585967,360486,585967.342876226,
1.182,624367,397422,624367.310705364,
1.183,663758,435811,663758.004130481,
1.184,704090,475631,704090.493151577,
1.185,745316,516943,745315.847768654,
1.186,787385,560209,787385.13798171,
1.187,830249,604781,830249.433790746,
1.188,873860,650479,873859.805195761,
1.189,918167,697866,918167.322196756,
1.19,963123,746497,963123.054793731,
1.191,1008678,795768,1008678.07298669,
1.192,1054783,845497,1054783.44677562,
1.193,1101390,895607,1101390.24616053,
1.194,1148450,945965,1148449.54114143,
1.195,1195912,995918,1195912.4017183,
1.196,1243730,1045580,1243729.89789115,
1.197,1291853,1094650,1291853.09965999,
1.198,1340233,1143771,1340233.0770248,
1.199,1388821,1192812,1388820.89998559,
1.2,1437568,1242178,1437567.63854236,
1.201,1486424,1292275,1486424.36269512,
1.202,1535342,1342212,1535342.14244385,
1.203,1584276,1391860,1584275.51833361,
1.204,1633209,1440905,1633209.01833361,
1.205,1682143,1489212,1682142.51833361,
1.206,1731076,1536960,1731076.01833361,
1.207,1780010,1584412,1780009.51833361,
1.208,1828943,1631735,1828943.01833361,
1.209,1877877,1678767,1877876.51833361,
1.21,1926810,1725685,1926810.01833361,
1.211,1975744,1772428,1975743.51833361,
1.212,2024677,1819258,2024677.01833361,
1.213,2073611,1866363,2073610.51833361,
1.214,2122544,1913692,2122544.01833361,
1.215,2171478,1961264,2171477.51833361,
1.216,2220411,2008389,2220411.01833361,
1.217,2269345,2055512,2269344.51833361,
1.218,2318278,2102695,2318278.01833361,
1.219,2367212,2149869,2367211.51833361,
1.22,2416145,2197433,2416145.01833361,
1.221,2465079,2245074,2465078.51833361,
1.222,2514012,2292854,2514012.01833361,
1.223,2562946,2340755,2562945.51833361,
1.224,2611879,2388646,2611879.01833361,
1.225,2660813,2436613,2660812.51833361,
1.226,2709746,2484412,2709746.01833361,
1.227,2758680,2532342,2758679.51833361,
1.228,2807613,2580281,2807613.01833361,
1.229,2856547,2628503,2856546.51833361,
1.23,2905480,2676416,2905480.01833361,
1.231,2954414,2724471,2954413.51833361,
1.232,3003347,2772515,3003347.01833361,
1.233,3052281,2820668,3052280.51833361,
1.234,3101214,2869181,3101214.01833361,
1.235,3150148,2917852,3150147.51833361,
1.236,3199081,2966532,3199081.01833361,
1.237,3248015,3015063,3248014.51833361,
1.238,3296948,3063795,3296948.01833361,
1.239,3345882,3112562,3345881.51833361,
1.24,3394815,3160887,3394815.01833361,
1.241,3443749,3209037,3443748.51833361,
1.242,3492682,3257118,3492682.01833361,
1.243,3541616,3305174,3541615.51833361,
1.244,3590549,3353576,3590549.01833361,
1.245,3639483,3402356,3639482.51833361,
1.246,3688416,3451594,3688416.01833361,
1.247,3737350,3501099,3737349.51833361,
1.248,3786283,3551286,3786283.01833361,
1.249,3835217,3601293,3835216.51833361,
1.25,3884150,3651298,3884150.01833361,
1.251,3933084,3701141,3933083.51833361,
1.252,3982017,3750557,3982017.01833361,
1.253,4030951,3800091,4030950.51833361,
1.254,4079884,3849680,4079884.01833361,
